category,file_name,source_path,source_relative_path,size_bytes,sha256,duplicate_count,raw_label,mapped_label,trainable,source_type,source_url,resolved_download_url,provenance_status,expert_username,expert_quote,parse_message_count,parse_message_types
verified_unlabeled,log_0063_flyaway.bin,downloads/log_0063_flyaway.bin,downloads/log_0063_flyaway.bin,19991073,4be9cde3ea55c3cdabf84251ec2064591d051c71b6a4c973760ca65202e1ce40,1,FLYAWAY,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/possibly-a-fly-away-please-take-a-look-at-the-log/41183,https://www.dropbox.com/s/3510estj2dtc6ri/2019-04-11%2013-03-43.bin?dl=1,downloaded,,,3000,53
verified_unlabeled,log_0054_oscillation_crash.bin,downloads/log_0054_oscillation_crash.bin,downloads/log_0054_oscillation_crash.bin,14000201,5429897d5ff19a109ff8a5ae95a09e63a21d97b976cb36d35cfd31d114ddf55d,1,OSCILLATION_CRASH,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/tuning-issues-with-plane-successful-auto-t-o-and-land-maiden-now-not-so-much/100608,https://www.dropbox.com/s/mlu04lxc5bmp9fu/2023-05-06%20Sortie%203.bin?dl=1,downloaded,,,3000,51
verified_labeled,log_0040_mechanical_failure.bin,downloads/log_0040_mechanical_failure.bin,downloads/log_0040_mechanical_failure.bin,6467478,58f3f3b631233a6dc4c20f6d42ed47252d0c05788bd45fd57fc87074bad68778,1,MECHANICAL_FAILURE,mechanical_failure,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/engine-failure-bug-mechanical-or-other/77323,https://www.dropbox.com/s/wllzkuniarpydez/00000035.bin?dl=1,downloaded,,,3000,48
verified_unlabeled,log_0055_oscillation_crash.bin,downloads/log_0055_oscillation_crash.bin,downloads/log_0055_oscillation_crash.bin,6864896,744e1d163202c8578dae7aca509430972ddd8e0f6ce402d9d2a94ed5e329a339,1,OSCILLATION_CRASH,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/tuning-issues-with-plane-successful-auto-t-o-and-land-maiden-now-not-so-much/100608,https://www.dropbox.com/s/rzg3oqs3gjo8pyg/2023-05-07%2009-43-52.bin?dl=1,downloaded,,,3000,55
verified_labeled,log_0045_mechanical_failure.bin,downloads/log_0045_mechanical_failure.bin,downloads/log_0045_mechanical_failure.bin,34263040,75a2881bbec319096c2ee9bd40881910f70fcfed759995dc39f8147656602699,1,MECHANICAL_FAILURE,mechanical_failure,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/fixed-wing-dead-reckoning-test-of-the-zealot-h743-aero-applications-edition/101680,https://www.dropbox.com/s/0wye5b2luz6uxys/log_70_UnknownDate.bin?dl=1,downloaded,timtuxworth,"I plan to test dead reckoning using intertial navigation on the Qio-Tek Zealot H743 “Aero Applications Edition” which has an IIM-42652, ICM-42688P and an ADIS–16470 IMU. Also: Barometers: DPS3018 *2 Compass: QMC5883L I’ll also install an ASP-5033 Airspeed sensor (using DroneCAN of course). I know I can “disable” GPS in software, but call me cynical, I want to be 100% sure that while flying with no GPS, there is no ch",3000,59
verified_unlabeled,log_0071_radio_failsafe.bin,downloads/log_0071_radio_failsafe.bin,downloads/log_0071_radio_failsafe.bin,937984,7b4e98a4d20fd3ec5325b0b6a964112b7a4cc8f5b3e6e1d6a4cd36a5f441a942,1,RADIO_FAILSAFE,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/failsafe-sbus-not-working/65942,https://discuss.ardupilot.org/uploads/short-url/vG7jGvly6GczEcqhB9qDhcFrOdo.bin,downloaded,xfacta,"Yes that’s the same as what I get. I have just bound a new receiver (during very low throttle) and Taranis is set to No Pulses. I’m using ArduCopter V4.0.5 on this quad. Arducopter realises there’s no pulses (PWM or SBUS) from the receiver and enters failsafe, same as if the throttle channel goes below the set PWM level. I have a throttle disable switch SF set to drop the throttle channel to 930 PWM or there-about. W",3000,45
verified_unlabeled,log_0028_battery_failsafe.bin,downloads/log_0028_battery_failsafe.bin,downloads/log_0028_battery_failsafe.bin,3062925,8edac767be66c882f4374171331c5f6d90114d82757fb59bb15abb171918df9a,1,BATTERY_FAILSAFE,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/rtl-does-not-return-to-launch-nor-lands-but-kind-of-loiters/6876,https://discuss.ardupilot.org/uploads/default/original/2X/4/4f5f3c6890c8bbc195df1e3a47e3e48fd82f5626.bin,downloaded,,,3000,39
verified_unlabeled,log_0056_oscillation_crash.bin,downloads/log_0056_oscillation_crash.bin,downloads/log_0056_oscillation_crash.bin,27369390,96fb229fb404f57bc4d1c4ed4b41da69a6d442a618fdae1d3208b5d9fe425b69,1,OSCILLATION_CRASH,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/crash-when-switching-from-rtl-to-loiter/103732,https://www.dropbox.com/s/uxdm6xycvbdawi1/00000020.BIN?dl=1,downloaded,,,3000,53
verified_unlabeled,log_0059_flyaway.bin,downloads/log_0059_flyaway.bin,downloads/log_0059_flyaway.bin,489031,9ae5224970cc1340f99205a1ef807742470924352a68e606e13d0c249f6bef51,1,FLYAWAY,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/something-is-wrong-with-my-copter-build/46289,https://discuss.ardupilot.org/uploads/default/original/3X/4/4/44c19152db50fffa82ba24cd744884ae0fa7cc78.BIN,downloaded,,,3000,48
verified_unlabeled,log_0060_flyaway.bin,downloads/log_0060_flyaway.bin,downloads/log_0060_flyaway.bin,444767,a4d4a24d39c3a028704f0cee08899d60c46ba43ed237662b2352fdf8d02fe0a4,1,FLYAWAY,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/something-is-wrong-with-my-copter-build/46289,https://discuss.ardupilot.org/uploads/default/original/3X/c/1/c1c307f08b658727f8f74151d1f141be0ee663e4.BIN,downloaded,,,3000,48
verified_labeled,log_0043_mechanical_failure.bin,downloads/log_0043_mechanical_failure.bin,downloads/log_0043_mechanical_failure.bin,44539904,aac514db54f5aedc3af338ba5a94d3a5369ae4ecf33f96d0f4692b83f93fa253,1,MECHANICAL_FAILURE,mechanical_failure,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/fixed-wing-dead-reckoning-test-of-the-zealot-h743-aero-applications-edition/101680,https://www.dropbox.com/s/zfv5a8i0rx6ce3w/log_57_UnknownDate.bin?dl=1,downloaded,timtuxworth,"I plan to test dead reckoning using intertial navigation on the Qio-Tek Zealot H743 “Aero Applications Edition” which has an IIM-42652, ICM-42688P and an ADIS–16470 IMU. Also: Barometers: DPS3018 *2 Compass: QMC5883L I’ll also install an ASP-5033 Airspeed sensor (using DroneCAN of course). I know I can “disable” GPS in software, but call me cynical, I want to be 100% sure that while flying with no GPS, there is no ch",3000,57
verified_unlabeled,log_0066_flyaway.bin,downloads/log_0066_flyaway.bin,downloads/log_0066_flyaway.bin,471040,af2836cad8f18ca67758f6e45730a2756a37938dfc2f2e2dc6fbb27dca7e5641,1,FLYAWAY,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/radio-failsafe-during-operation/101055,https://discuss.ardupilot.org/uploads/short-url/sB75zhLsNHbvwByMRs0nPqaLtMl.bin,downloaded,xfacta,"The altitude issue first It’s likely these are too high MOT_SPIN_ARM,0.14 MOT_SPIN_MIN,0.17 MOT_THST_HOVER,0.5212066 Try these for a starting point MOT_SPIN_ARM,0.10 MOT_SPIN_MIN,0.13 MOT_THST_HOVER,0.2 Vibrations do rise and altitude goes up (which is a problem that can occur) but in your case it’s hard to tell if the vibrations are a cause or symptom because of the short flight time and minimal good data. For testi",3000,47
verified_unlabeled,log_0067_flyaway.bin,downloads/log_0067_flyaway.bin,downloads/log_0067_flyaway.bin,1064960,b729efbac030e6071c1725cc8a06d7dbf37b7728f6f2f20c9cb805e1b893eacc,1,FLYAWAY,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/solo-flyaway-and-crash-during-auto-mission/15265,https://discuss.ardupilot.org/uploads/default/original/2X/1/1d6479371c10273c90252d5e8915d55d49e27d03.BIN,downloaded,,,3000,35
verified_unlabeled,log_0065_flyaway.bin,downloads/log_0065_flyaway.bin,downloads/log_0065_flyaway.bin,19783680,b89fc87fea657312f90ca28f92e6108f42bc97cb5c27267df8fc82bdfae690c0,1,FLYAWAY,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/radio-failsafe-during-operation/101055,https://www.dropbox.com/s/zmr1y91j84zsoa3/2023-05-11%2017-08-06%28Testing%29.bin?dl=1,downloaded,xfacta,"The altitude issue first It’s likely these are too high MOT_SPIN_ARM,0.14 MOT_SPIN_MIN,0.17 MOT_THST_HOVER,0.5212066 Try these for a starting point MOT_SPIN_ARM,0.10 MOT_SPIN_MIN,0.13 MOT_THST_HOVER,0.2 Vibrations do rise and altitude goes up (which is a problem that can occur) but in your case it’s hard to tell if the vibrations are a cause or symptom because of the short flight time and minimal good data. For testi",3000,51
verified_unlabeled,log_0052_oscillation_crash.bin,downloads/log_0052_oscillation_crash.bin,downloads/log_0052_oscillation_crash.bin,28160553,b8d168d2f71525654f6737a6b2b1ec719de7655ba70415bca7c0ca921d0940e4,1,OSCILLATION_CRASH,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/tuning-issues-with-plane-successful-auto-t-o-and-land-maiden-now-not-so-much/100608,https://www.dropbox.com/s/zbji6cslc9kwrip/2023-05-04%2007-51-33.bin?dl=1,downloaded,,,3000,54
verified_unlabeled,log_0049_oscillation_crash.bin,downloads/log_0049_oscillation_crash.bin,downloads/log_0049_oscillation_crash.bin,495616,bffc80e1da7d30ad042d9b8a0cdb06e01b0f1dbccae3589f415b1874502cb256,1,OSCILLATION_CRASH,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/quadcopter-crash-log-analysis-request/99897,https://discuss.ardupilot.org/uploads/short-url/a0lX05vZi6e2DuMEbvII2z7DIU9.BIN,downloaded,,,3000,56
verified_unlabeled,log_0070_radio_failsafe.bin,downloads/log_0070_radio_failsafe.bin,downloads/log_0070_radio_failsafe.bin,749568,c35318e6ce5ed8bc79c3173b15fe88b912c4a6bb4c288b64c6fe18243df729bd,1,RADIO_FAILSAFE,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/failsafe-sbus-not-working/65942,https://discuss.ardupilot.org/uploads/short-url/o6Lv7fXlIiQa0dskVenKbzoEN8u.bin,downloaded,xfacta,"Yes that’s the same as what I get. I have just bound a new receiver (during very low throttle) and Taranis is set to No Pulses. I’m using ArduCopter V4.0.5 on this quad. Arducopter realises there’s no pulses (PWM or SBUS) from the receiver and enters failsafe, same as if the throttle channel goes below the set PWM level. I have a throttle disable switch SF set to drop the throttle channel to 930 PWM or there-about. W",3000,47
verified_unlabeled,log_0047_thrust_loss.bin,downloads/log_0047_thrust_loss.bin,downloads/log_0047_thrust_loss.bin,534601,c55006bd101fd1d9f634eb61a56add2b9f644e29e767fbd0d5af5e0051827ad6,1,THRUST_LOSS,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/motors-maxing-out-when-flight/115319,https://discuss.ardupilot.org/uploads/short-url/kydAHmcjuJbVflTWP1qYXsmLNqL.BIN,downloaded,,,3000,44
verified_unlabeled,log_0062_flyaway.bin,downloads/log_0062_flyaway.bin,downloads/log_0062_flyaway.bin,1462272,c6d4e2f2539fc101acdfce3216d5cea54b9efa5e92303f7417d7f8aaa133865e,1,FLYAWAY,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/quad-flyaway-need-analysis/69210,https://www.dropbox.com/s/1hgy17ycvf4d7pv/00000029.BIN?dl=1,downloaded,,,3000,48
verified_unlabeled,log_0057_oscillation_crash.bin,downloads/log_0057_oscillation_crash.bin,downloads/log_0057_oscillation_crash.bin,3294211,ca2e821c6686411f14997b427dc7ebe286aa3fa41f6262d9ddd51a0f9f3cb65e,1,OSCILLATION_CRASH,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/crash-when-switching-from-rtl-to-loiter/103732,https://www.dropbox.com/s/tg41eud2m9fwon5/00000022.BIN?dl=1,downloaded,,,3000,45
verified_unlabeled,log_0069_radio_failsafe.bin,downloads/log_0069_radio_failsafe.bin,downloads/log_0069_radio_failsafe.bin,630784,cdb6b1a5546b7f01c91fd16786e2cbda4d60a5f408ab1f3f7582628aa878498b,1,RADIO_FAILSAFE,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/quadcopter-gives-radio-failsafe-and-climbs-to-15-meters-immidiately-after-arming/99762,https://discuss.ardupilot.org/uploads/short-url/ku59likLNhY6WZb65gQ3iz3O8Sc.bin,downloaded,,,3000,49
verified_labeled,log_0038_mechanical_failure.bin,downloads/log_0038_mechanical_failure.bin,downloads/log_0038_mechanical_failure.bin,364323,cf337b4dde9a1f203b7ceb588c591241e2acac577124e89d88f2b8783efef043,1,MECHANICAL_FAILURE,mechanical_failure,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/esc-failure-or-signal-lost-thank-s-for-help/18093,https://discuss.ardupilot.org/uploads/default/original/2X/d/d69429de5eed1d724bd8643db7173e07453ee55c.BIN,downloaded,,,3000,39
verified_labeled,log_0037_mechanical_failure.bin,downloads/log_0037_mechanical_failure.bin,downloads/log_0037_mechanical_failure.bin,6513226,d3ecd87205ba32a8effd9f2e78443bee25ffd0baa8be333c78bd404f641cf81f,1,MECHANICAL_FAILURE,mechanical_failure,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/hexacopter-redundancy/72447,https://www.dropbox.com/s/vf00f1dkj495oar/log_27_2021-5-1-15-46-46.bin?dl=1,downloaded,,,3000,54
verified_unlabeled,log_0046_thrust_loss.bin,downloads/log_0046_thrust_loss.bin,downloads/log_0046_thrust_loss.bin,3188569,d5095b90be9440b7ef0528d2ddbdf945f3f3f774d3517335464974cdf37fcba8,1,THRUST_LOSS,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/im-new-unable-to-take-off-on-stabilize-or-lotier/9348,https://www.dropbox.com/s/z57c5ddb69oiwoj/4%205-29-2016%207-41-20%20PM.bin?dl=1,downloaded,,,3000,34
verified_labeled,log_0036_mechanical_failure.bin,downloads/log_0036_mechanical_failure.bin,downloads/log_0036_mechanical_failure.bin,1751678,d9464b12aaed79a5ea7f7c626bd96d83037db37018deff5c2399d078a9d155fe,1,MECHANICAL_FAILURE,mechanical_failure,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/copter-3-4-4-rc1-available-for-beta-testing/13645,https://discuss.ardupilot.org/uploads/default/original/2X/4/4410a788d8c043cf704a45ee850a6a0071d9909a.BIN,downloaded,,,3000,39
verified_unlabeled,log_0068_uncontrolled_descent.bin,downloads/log_0068_uncontrolled_descent.bin,downloads/log_0068_uncontrolled_descent.bin,380928,e37a094bd36b9572806acfd0701214927028bffce22d8ab38877549ba95e87a5,1,UNCONTROLLED_DESCENT,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/copter-unexpected-rapid-climb-after-arming-eventually-crashed/119799,https://discuss.ardupilot.org/uploads/short-url/1UI00F4UErnpVfoG5geJsTPRa6M.BIN,downloaded,,,3000,51
verified_labeled,log_0042_mechanical_failure.bin,downloads/log_0042_mechanical_failure.bin,downloads/log_0042_mechanical_failure.bin,49229824,e3c66d3ea3e373cb384166ef0f70ed27a2aad71ded3404d56f0681ef2f9cd962,1,MECHANICAL_FAILURE,mechanical_failure,true,ArduPilot_Discuss,https://discuss.ardupilot.org/t/fixed-wing-dead-reckoning-test-of-the-zealot-h743-aero-applications-edition/101680,https://www.dropbox.com/s/jj3j5zdgpeqh5v0/log_56_UnknownDate.bin?dl=1,downloaded,timtuxworth,"I plan to test dead reckoning using intertial navigation on the Qio-Tek Zealot H743 “Aero Applications Edition” which has an IIM-42652, ICM-42688P and an ADIS–16470 IMU. Also: Barometers: DPS3018 *2 Compass: QMC5883L I’ll also install an ASP-5033 Airspeed sensor (using DroneCAN of course). I know I can “disable” GPS in software, but call me cynical, I want to be 100% sure that while flying with no GPS, there is no ch",3000,57
verified_unlabeled,log_0048_oscillation_crash.bin,downloads/log_0048_oscillation_crash.bin,downloads/log_0048_oscillation_crash.bin,32065861,f7d7a771d1b12dda9e1b19c21d6e6941822d5c319beb930b89920f6bde54181e,1,OSCILLATION_CRASH,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/oscillation-in-roll-and-pitch-resulting-in-crash/93512,https://www.dropbox.com/s/n9z1j2w90xncrf7/00000082.BIN?dl=1,downloaded,,,3000,55
verified_unlabeled,log_0050_oscillation_crash.bin,downloads/log_0050_oscillation_crash.bin,downloads/log_0050_oscillation_crash.bin,868352,fa2f67b19dcbb58b7b7ac1797f44d59957fafa1f932aa06218555e3f465df0ce,1,OSCILLATION_CRASH,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/quadcopter-crash-log-analysis-request/99897,https://discuss.ardupilot.org/uploads/short-url/uDShwPTvBHO5pUYpWxTeMEMCVp5.BIN,downloaded,,,3000,53
verified_unlabeled,log_0053_oscillation_crash.bin,downloads/log_0053_oscillation_crash.bin,downloads/log_0053_oscillation_crash.bin,22588536,fb32889d51090b69f75118e7a543457993575a0a7d38e299e0e647cc3ec77040,1,OSCILLATION_CRASH,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/tuning-issues-with-plane-successful-auto-t-o-and-land-maiden-now-not-so-much/100608,https://www.dropbox.com/s/ecm1bkp071v2r1b/2023-05-06%20Sortie%202.bin?dl=1,downloaded,,,3000,52
excluded_archive,log_0014_compass_interference.zip,downloads/log_0014_compass_interference.zip,downloads/log_0014_compass_interference.zip,1255,529e1dbbd27130eeaaf60c12f9b92cbca4b29295e189af64510fd26a24859b4c,1,COMPASS_INTERFERENCE,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/crash-spinning-quad-on-pixracer-r15-arducopter-3-6-6/38666,https://discuss.ardupilot.org/uploads/default/original/3X/2/1/2171cb7df0f5e05ccf0ab8d94e15780afacc260e.zip,downloaded,,,0,0
excluded_archive,log_0031_battery_failsafe.zip,downloads/log_0031_battery_failsafe.zip,downloads/log_0031_battery_failsafe.zip,152187,5ae764880a5d4f14ad5adb2494d4f17520bf077621af48ef42b5c56ec69d5f50,1,BATTERY_FAILSAFE,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/pixhawk-motor-balance-warn/33051,https://discuss.ardupilot.org/uploads/default/original/3X/5/3/53ab529832100fd7cd5fc23fe86ea39602ce70ff.zip,downloaded,,,0,0
excluded_archive,log_0024_sudden_yaw.zip,downloads/log_0024_sudden_yaw.zip,downloads/log_0024_sudden_yaw.zip,4495851,b40fb82a488257778b3e1ca7cc8a25cdfe11d897c90667ea6e88a5252dc8fbed,1,SUDDEN_YAW,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/pixhawk-flyaway-in-stabilized-mode-with-complete-loss-of-control/13560,https://discuss.ardupilot.org/uploads/default/original/2X/8/8d08c5e9574fec07fd69d75b99406483e876775f.zip,downloaded,,,0,0
excluded_archive,log_0009_compass_interference.zip,downloads/log_0009_compass_interference.zip,downloads/log_0009_compass_interference.zip,1019903,c55dea6f970ba670e48864a1596a182297ba7e4809e9f2693a49a7694d873a7c,1,COMPASS_INTERFERENCE,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/hexacopter-drifting-away-crash-log-video/26675,https://discuss.ardupilot.org/uploads/default/original/2X/a/a24e9cfb9ae25e08979a327589b805e2bcbc122c.zip,downloaded,,,0,0
excluded_archive,log_0035_hardware_failure.zip,downloads/log_0035_hardware_failure.zip,downloads/log_0035_hardware_failure.zip,123438,cbe1fbcaed7e8e7837cf79aaed08be21822433569edfc8334064d5490dd8ffb4,1,HARDWARE_FAILURE,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/prearm-crashdump-data-detected-arduplane-4-6-2/140189,https://discuss.ardupilot.org/uploads/short-url/fi92jRjELjQExhvFdhEuxwCO8Zw.zip,downloaded,,,0,0
excluded_archive,log_0013_compass_interference.zip,downloads/log_0013_compass_interference.zip,downloads/log_0013_compass_interference.zip,1895204,e21ed44cd5684cc210eeb72c56815b551fe5488ea490dbd483f376803e4b78a5,1,COMPASS_INTERFERENCE,,false,ArduPilot_Discuss,https://discuss.ardupilot.org/t/copter-3-4-rc5-possible-imu-or-compass-issues/11636,https://discuss.ardupilot.org/uploads/default/original/2X/f/f763ac9bcc8045da915143af8dc48d7db71ec2f5.zip,downloaded,,,0,0
